id_player,first_activity_year,Won
GA69,No data,No data
AE18,2013,0
N693,2010,3
MS75,1927,0
DC06,2012,0
CD69,2008,0
BG77,2008,0
MD44,2003,0
T293,1998,0
PG03,2011,0
AB56,No data,No data
GF27,2012,0
BI87,2010,0
CD41,2008,0
R812,No data,No data
L912,2006,0
CC27,2007,0
HB72,2012,0
GA41,No data,No data
F581,No data,No data
G847,2008,0
HB66,No data,No data
GA55,2008,0
F595,2005,0
L906,No data,No data
D382,1998,0
CC33,No data,No data
BI93,2010,0
R806,2006,0
PG17,2011,6
AB42,2010,0
HE00,No data,No data
GF33,2012,0
G462,1998,0
V137,1988,0
W229,1995,0
PB98,2005,0
N320,1998,0
H989,No data,No data
P546,1999,0
J146,No data,No data
CO02,2015,0
C604,1998,0
KE86,2011,0
R351,No data,No data
MH49,No data,No data
S729,No data,No data
MF91,2005,0
J620,2013,0
A0D8,2021,0
I329,2012,0
A775,2005,0
V651,2008,0
G304,1991,5
H037,1985,0
GJ16,2014,0
A761,2005,0
V645,2008,0
H023,1971,11
R423,No data,No data
C176,1960,16
T052,1971,10
MF85,2005,0
T734,No data,No data
BL08,2011,0
L523,1999,7
R345,1998,0
PL54,2014,0
G476,2000,297
N334,1999,0
A007,1981,146
F768,2009,0
P552,2000,0
S073,1985,0
DH51,2015,0
B526,1998,0
BL20,2011,0
MO13,2012,0
DF89,No data,No data
K264,1994,0
GC80,No data,No data
F998,2013,0
F740,2010,0
I315,2011,0
A0G4,2019,0
F026,1983,0
A749,2005,0
W573,2007,0
A991,2008,0
G338,1993,0
CF80,2010,0
BK46,2011,0
MH75,2008,0
CH58,No data,No data
S715,1996,0
BK52,2011,0
MH61,2007,0
J608,No data,No data
S701,No data,No data
P208,1986,3
I301,2013,0
F032,1983,1
A0F0,No data,No data
V679,2008,0
MQ88,1937,31
A985,2008,0
H779,2004,0
PL68,No data,No data
GC94,2009,0
O016,No data,No data
N308,1998,0
W201,1993,0
F754,No data,No data
DH45,2015,0
S067,1977,5
M601,1996,0
B532,1995,0
MO07,2012,0
R379,1998,0
K270,1992,0
KE45,2012,0
R392,2001,1
B0V0,2024,0
CA19,No data,No data
J185,1998,0
MA34,1996,0
PL83,2014,0
H792,2005,0
MV05,2014,0
BU36,2016,0
V692,2008,0
N485,2007,0
D816,2006,0
MF52,2005,0
DA10,2009,0
S932,2003,0
L292,1992,12
KB23,2008,0
D802,No data,No data
MF46,No data,No data
BE75,No data,No data
S926,No data,No data
DA04,No data,No data
KB37,2008,1
V686,2008,0
MQ77,1947,2
W598,No data,No data
PE29,2008,0
N491,2004,0
PL97,No data,No data
H786,No data,No data
MV11,2014,0
BU22,No data,No data
KE51,No data,No data
M826,1998,0
J191,1998,0
H976,2008,0
PB67,2006,0
F783,2009,0
AG32,No data,No data
GC43,No data,No data
MV39,2014,0
KE79,No data,No data
T907,No data,No data
CA25,No data,No data
CF43,2010,0
BK85,2011,0
GD25,2010,0
A952,No data,No data
A0K7,2023,0
PE01,2008,0
GD31,No data,No data
V862,2012,0
A0J3,2022,0
BE49,No data,No data
CF57,No data,No data
BK91,No data,No data
DA38,2009,0
CA31,2005,0
T913,2005,0
B0T8,No data,No data
LB02,2008,0
H962,2008,0
PB73,2010,0
AG26,2015,0
F797,2009,0
GC57,No data,No data
DA39,2009,0
CF56,2010,0
BE48,No data,No data
B296,1988,0
A0J2,No data,No data
V863,No data,No data
A947,No data,No data
GD30,2010,0
GC56,2009,0
G488,1998,0
AG27,2014,0
F796,2009,0
PB72,2005,0
H963,2008,0
LB03,2008,0
B0T9,No data,No data
T912,2005,0
C822,2001,0
T906,2005,0
D195,1991,0
CA24,No data,No data
KE78,2014,0
MV38,No data,No data
GC42,2009,0
F782,No data,No data
AG33,2015,0
PB66,2005,0
H977,2008,0
PE00,2010,0
A0K6,No data,No data
A953,2008,0
GD24,2010,0
CF42,2011,0
W599,No data,No data
N490,2007,0
KB36,2008,0
BE74,2006,0
MF47,2006,0
D803,2005,0
MA21,2001,342
S099,1979,2
R387,1998,0
KE50,2012,0
BU23,2014,0
H787,2007,0
PL96,2014,0
P590,1999,0
BU37,2014,0
MV04,No data,No data
H793,2004,0
PL82,No data,No data
MA35,No data,No data
B0V1,2024,0
M833,1999,0
CA18,2004,0
R393,1998,0
KE44,2012,0
KB22,2008,0
DA11,2009,0
S933,2002,0
BE60,2006,0
MF53,No data,No data
D817,2006,0
N484,No data,No data
GD18,2010,0
V693,2008,0
MQ62,1952,2
A984,No data,No data
V678,No data,No data
W566,2013,0
A0F1,No data,No data
F033,1983,38
P209,1986,1
S700,1998,0
M166,1968,1
MH60,No data,No data
BK53,No data,No data
D624,2002,0
CF95,2012,0
K271,1992,0
MO06,2012,0
BL35,2012,0
B533,No data,No data
M600,1993,4
DH44,2015,0
F755,2008,0
N309,1998,35
W200,1992,4
O017,1968,724
GC95,2010,0
PL69,2014,0
H778,No data,No data
W214,1993,2
F999,2013,0
GC81,No data,No data
MO12,2012,0
DF88,2013,5
BL21,2011,0
M614,1994,59
S072,1985,128
DH50,2015,106
E248,2002,0
S714,1997,0
CH59,2012,0
M172,1987,0
MH74,2008,0
BK47,2011,0
CF81,No data,No data
A990,2008,0
W572,No data,No data
A0G5,No data,No data
I314,No data,No data
MF84,No data,No data
T053,1968,20
R422,1997,0
H022,1984,1
G311,No data,No data
V644,2007,0
A760,No data,No data
P235,1988,109
F769,2009,0
A006,1984,221
PL55,2015,0
G477,No data,No data
R344,1998,0
BL09,2011,0
KE93,2012,0
C611,1998,2
T735,No data,No data
J153,No data,No data
R350,1995,0
KE87,No data,No data
CO03,2015,0
J147,1998,0
H988,No data,No data
W228,1994,0
N321,1998,0
PB99,No data,No data
V136,1991,5
PL41,No data,No data
H036,1984,2
G305,1999,0
V650,2008,0
A774,No data,No data
I328,2012,0
A0D9,2017,0
MF90,2006,0
S728,No data,No data
CH65,2013,0
MH48,2007,0
D383,1998,0
CC32,2007,1
L907,2006,0
F594,No data,No data
GA54,2007,0
HB67,2012,0
GF32,2012,0
HE01,2013,0
AB43,No data,No data
PG16,2011,0
R807,No data,No data
CD54,No data,No data
BI92,2009,0
E923,2013,0
CJ98,2013,0
R813,2004,0
B080,1987,1
CD40,2008,0
BI86,No data,No data
GF26,No data,No data
AB57,2011,0
A589,2002,0
PG02,2011,0
G846,2004,0
F580,2004,5
HB73,2012,0
CC26,2007,0
L913,2006,0
H585,2000,0
GA68,No data,No data
DD61,1952,0
KG52,2013,0
B916,2000,0
R185,1986,0
J392,2007,0
K932,No data,No data
T292,2000,0
BG76,2007,0
CD68,No data,No data
DC07,2012,0
L085,1966,13
V485,2005,0
BP47,No data,No data
N692,No data,No data
O598,2013,0
N686,2010,0
K926,2005,173
MD51,2003,0
BG62,2007,0
MJ89,2008,1
DC13,No data,No data
L091,1986,3
KG46,No data,No data
K098,1964,14
B902,1968,3
J386,2006,197
B0N7,No data,No data
H591,No data,No data
GA97,2013,0
W002,1975,140
G891,No data,No data
S264,No data,No data
M402,No data,No data
B731,1998,0
MM04,2010,0
D340,1998,0
K073,1970,116
CD97,2008,0
K715,2002,0
U173,2013,0
BI51,2009,0
MJ62,2008,0
E738,2007,0
BG89,2008,0
S502,1991,0
F231,1990,0
O573,1929,0
F225,1989,0
AB94,No data,No data
N679,2010,3
W770,2013,0
D432,1999,0
CD83,No data,No data
BI45,No data,No data
U167,2013,0
MJ76,2012,0
T279,1998,0
M370,1987,0
B043,1985,2
S516,1991,0
B0A8,No data,No data
KI61,2015,0
J379,2006,0
MM10,2010,0
D354,1998,0
K067,1984,11
GA83,2007,0
W016,1979,8
J351,2005,0
KI49,2017,0
B0C0,2017,1
C413,1996,0
HB98,2012,0
P037,1984,77
V446,2003,0
BP84,No data,No data
PI31,2016,0
K729,2002,0
R620,2001,0
C375,1994,8
L046,1981,1
LI40,2015,0
E704,2006,0
C361,1993,67
L052,1977,1
BI79,2009,0
CJ67,2013,0
J423,No data,No data
E710,2006,0
GH01,2013,0
N645,2009,0
BP90,2013,0
PI25,1941,105
H234,1987,0
V334,2000,0
J345,2005,0
B0B4,2016,0
C407,1993,2
L734,No data,No data
D368,1998,0
B686,1998,0
C0R1,No data,No data
L873,No data,No data
LA75,2008,0
DE29,2015,0
AD51,1947,8
G926,No data,No data
PA04,2002,0
PF62,2010,0
AC37,2012,0
GG46,1949,15
HD75,2013,0
E857,2012,0
CE20,2008,0
R973,2007,0
E843,2011,0
KA68,2007,0
D585,2003,0
CE34,2011,0
ME19,2004,0
R967,2006,0
EA45,No data,No data
F392,1999,20
AC23,2012,0
GG52,1936,5
G932,No data,No data
B692,1998,1
L867,No data,No data
CB52,2008,0
W189,1992,0
MB57,2001,0
DE15,2013,0
KF26,2013,0
DB73,No data,No data
KA40,No data,No data
R797,No data,No data
ME31,2004,8
BF02,2006,0
K846,2004,1
W837,1946,1
PH86,2013,0
PH92,1966,4
W823,1935,2
DB67,2011,0
KA54,2007,0
R783,No data,No data
CE08,2008,0
J594,2013,0
ME25,2004,0
K852,2004,0
MB43,No data,No data
C0P9,2024,0
KF32,No data,No data
AD79,1952,1
FC16,No data,No data
V268,1999,0
MU99,2014,0
O361,2007,0
CB85,No data,No data
ML70,No data,No data
M576,1994,1
B645,1998,2
J219,1999,0
S310,No data,No data
S476,1990,0
T319,1999,0
B123,1968,44
BH25,2008,0
U007,1978,42
MK16,No data,No data
K661,No data,No data
O407,2011,0
N719,No data,No data
W610,2009,0
I076,1999,0
F345,1998,0
GG91,2013,0
O413,No data,No data
I062,1996,1
F351,1998,0
E658,2004,0
E880,2013,0
BH31,2008,0
MK02,2008,0
C229,1954,69
DB98,2012,0
D546,2002,1
K675,2001,3
CB91,2006,0
K113,1971,15
B889,No data,No data
BO57,2013,0
ML64,2010,0
M562,No data,No data
B651,1998,0
W162,2011,0
O375,2007,0
R032,1981,23
B679,1998,0
MB94,2002,13
E116,1990,2
P625,2001,0
N043,1964,25
V254,1998,178
G701,No data,No data
H432,1997,616
PH45,2012,0
H354,1993,0
V532,No data,No data
N725,2011,0
F379,1999,0
P143,1964,21
GI61,No data,No data
J543,2012,0
E670,No data,No data
LH34,2014,0
K885,2004,0
KA83,2007,0
J557,2012,0
E664,No data,No data
K891,2005,0
M238,No data,No data
KA97,No data,No data
K649,2003,0
G073,1968,121
PH51,2012,0
H340,1993,1
V526,No data,No data
W638,2010,0
PF89,No data,No data
N731,2011,0
A402,1999,0
P631,No data,No data
O349,2006,0
V240,No data,No data
G715,No data,No data
H426,1998,0
R026,1978,10
ML58,2010,0
S338,No data,No data
J231,2000,0
L898,No data,No data
LD11,No data,No data
D793,2005,0
CG22,No data,No data
A833,No data,No data
F184,1988,0
AA35,2010,0
PD60,2008,0
PC06,No data,No data
H817,No data,No data
HA11,2010,0
MW58,2015,0
GB22,2007,0
KD18,No data,No data
LC77,2011,0
B484,1992,90
BM96,2013,0
LC63,No data,No data
C0K3,2021,0
CN88,2015,0
PC12,2005,0
A199,1987,83
H803,No data,No data
HA05,2008,0
GB36,2008,0
GE50,2013,0
A827,No data,No data
AA21,2009,0
V903,1946,5
PD74,2008,0
BD28,No data,No data
LD05,2011,0
CG36,2011,0
D787,2006,0
MP02,No data,No data
P382,No data,No data
AA09,2008,0
D977,2008,0
BD00,2004,0
MG33,2008,0
KC42,No data,No data
D0I2,2021,0
KD24,No data,No data
M953,2001,0
FA00,2013,0
Q922,2000,0
N282,2004,0
F806,2010,0
MW64,No data,No data
Q936,No data,No data
FA14,1949,1
BT43,2014,0
O188,2000,0
MW70,2015,0
F812,2010,0
HA39,2009,0
KD30,No data,No data
L481,1998,0
MN99,2012,0
M947,1968,12
BC72,2004,60
D963,2008,0
BD14,No data,No data
MG27,No data,No data
LD39,No data,No data
R581,2001,0
KC56,2009,77
S847,1998,1
MP16,2013,0
PD48,2007,0
I274,2008,0
GE87,No data,No data
D750,2004,26
MI14,No data,No data
BJ27,2010,0
M012,1981,306
D988,2008,0
S674,1995,9
S112,No data,No data
BC99,2007,0
M774,1998,0
C759,2000,0
MN72,2012,0
BM41,2013,0
D036,1979,49
O163,No data,No data
AF90,No data,No data
F621,No data,No data
H618,No data,No data
N269,No data,No data
W360,2000,1
F635,2006,0
AF84,2014,0
C995,2004,0
B453,1978,0
M760,1998,20
MN66,2011,0
BM55,2014,1
K311,No data,No data
D022,1980,32
C0G0,No data,No data
D744,2004,0
MI00,No data,No data
L318,No data,No data
BJ33,No data,No data
B335,1987,0
M006,1982,39
I260,2008,0
W406,2003,0
V718,2009,0
GE93,No data,No data
R556,No data,No data
KC81,No data,No data
L330,No data,No data
S890,2000,0
D0E1,2018,0
MI28,2008,0
T127,1986,0
S648,1998,2
J741,2015,0
I248,2007,0
HH50,No data,No data
A614,2002,0
N527,No data,No data
O639,2016,0
V730,No data,No data
H630,No data,No data
G503,1999,0
PM21,No data,No data
BT94,2014,0
A172,1988,14
N241,1991,1
J027,No data,No data
CN63,2014,0
L456,1998,0
C765,2000,0
M990,No data,No data
C0E8,No data,No data
T899,No data,No data
K339,No data,No data
LC88,2011,0
J033,1959,79
CN77,No data,No data
BM69,2014,0
M984,2000,3
R224,1988,31
H624,2001,0
PM35,2015,0
BT80,2014,0
V042,1980,8
N255,No data,No data
P433,1996,0
F609,2006,0
HH44,No data,No data
A600,2003,0
N533,2005,0
V724,2009,0
D778,2005,0
R542,2000,0
L324,No data,No data
KC95,2010,0
C017,1982,4
D0D5,2018,0
S884,1998,0
T133,1988,18
CI11,2013,0
GE97,2012,0
A638,2004,0
CI29,1962,1
M002,1982,1
D998,2012,0
S664,No data,No data
D740,2004,0
K473,2000,0
BJ37,2010,0
MI04,No data,No data
BM51,No data,No data
MN62,2011,0
C0G4,2018,0
D026,1970,608
K315,1998,0
BC89,2005,0
S102,1984,58
C991,2005,0
M764,1998,0
B457,1992,3
AF80,2014,0
F631,2005,0
N279,1998,0
W370,2008,0
F625,2005,0
AF94,2014,0
H608,2005,0
PM19,2016,0
O167,2000,0
BM45,2013,0
MN76,2015,0
C0F0,2019,0
K301,1998,0
S116,No data,No data
M770,2008,0
S670,1994,0
D754,2006,0
BJ23,No data,No data
L308,No data,No data
MI10,No data,No data
D0F9,No data,No data
V708,2009,143
I270,2008,0
CI15,1955,2
S658,1998,0
R546,2000,0
S880,1998,0
D0D1,2018,0
MI38,No data,No data
C013,No data,No data
V720,No data,No data
PJ57,1927,4
HH40,2015,0
I258,2009,0
P351,1998,0
N537,2006,0
N251,1993,0
A162,1986,0
P437,1998,0
PM31,2015,0
BT84,2018,0
C775,2003,13
L446,1998,0
K329,No data,No data
LC98,2012,0
M980,2001,0
C0D8,2019,0
T889,2004,0
CN73,2014,0
M994,2000,0
J023,No data,No data
CN67,2014,0
A176,1988,44
F619,2006,0
P423,1999,0
PM25,No data,No data
G507,1999,0
H634,2001,0
V052,1999,0
BT90,2014,0
V734,2009,0
N523,2005,4
T123,1986,0
D768,No data,No data
D0E5,2018,0
S894,1998,0
L334,1997,11
KC85,No data,No data
D783,2006,0
CG32,2011,0
AA25,2009,0
PD70,No data,No data
GE54,2011,0
A823,No data,No data
GB32,2008,0
HA01,No data,No data
MW48,No data,No data
H807,2005,0
PC16,2005,0
B494,No data,No data
BM92,2013,0
KD08,2013,0
C0K7,2021,0
LC67,2013,0
CN98,2015,0
B480,1997,0
LC73,No data,No data
GB26,No data,No data
FA38,2013,0
H813,2011,0
PC02,No data,No data
AA31,No data,No data
V913,1940,7
F180,1988,0
PD64,No data,No data
GE40,2011,0
BS09,2013,0
A837,2008,0
CG26,2011,0
D797,2006,0
LD15,2012,0
BD38,2004,0
AA19,2009,6
MP12,No data,No data
GE68,No data,No data
PJ94,2013,0
S843,1998,162
MG23,2007,0
BD10,No data,No data
BC76,2009,1
KD34,2012,0
F816,No data,No data
MW74,2015,0
V085,2004,0
BT47,No data,No data
N292,1999,0
MW60,2015,0
HA29,2009,0
F802,2009,0
BT53,2014,0
BC62,2004,0
MN89,No data,No data
DG13,1894,21
KD20,2009,0
L491,2000,0
K498,2000,0
LD29,No data,No data
D0I6,2021,0
KC46,2009,0
MG37,2008,0
BD04,2011,0
P386,1998,1
PD58,2007,0
H191,1987,96
V278,1998,1
MU89,2014,0
O371,2007,0
F433,2000,3
AD82,2013,0
P609,2000,0
B655,1998,0
K117,No data,No data
CB95,2006,0
ML60,No data,No data
BO53,1935,14
E884,No data,No data
R778,2004,0
K671,2001,0
D542,No data,No data
S466,1993,0
LH18,No data,No data
T309,1998,0
N709,2011,0
W600,No data,No data
I066,1997,0
PH69,2015,0
H378,1995,0
O417,2010,0
W614,2009,1
GI59,2013,0
I072,No data,No data
O403,2009,0
MK12,2008,0
BH21,2008,0
K665,No data,No data
D556,2001,15
B127,1979,2
B641,1997,0
S314,No data,No data
K103,1953,72
B899,2000,0
CB81,2009,0
ML74,2010,0
BO47,1947,3
O365,2007,0
W172,1990,0
E106,1988,127
J235,No data,No data
MB84,2002,5
C577,1998,0
H422,No data,No data
G711,2002,0
P635,1966,3
A360,1998,0
N735,2011,0
H344,1993,0
PH55,2012,0
G077,1947,172
BH09,2008,140
KA93,2008,0
E660,2004,0
J553,2012,1
CK17,1927,13
KA87,No data,No data
K659,2001,0
R750,2004,24
E674,No data,No data
M228,1987,0
CK03,2013,0
T321,1999,0
R988,2007,0
A412,2000,0
W628,No data,No data
PF99,2011,0
P147,1948,2
H350,No data,No data
G063,1986,5
PH41,2012,0
V536,No data,No data
O359,2008,0
V250,1998,87
H436,1997,4
A374,No data,No data
N047,1973,36
E112,1991,0
KH39,2013,0
L888,2008,0
S328,1987,42
R036,1981,22
ML48,2010,0
CB56,2007,0
C588,1998,0
B696,1998,0
BA48,2002,0
L863,2007,0
AD41,2013,0
G936,No data,No data
HC03,1979,0
G088,1973,1
HD65,2013,0
PF72,2010,0
AC27,2012,0
F396,1999,0
EA41,2015,0
R963,No data,No data
E847,No data,No data
CE30,No data,No data
D581,2001,0
R977,2007,0
KA78,2007,0
E853,No data,No data
CE24,2009,0
HD71,2013,0
AC33,2012,0
AD55,2013,0
G922,2005,0
HC17,2014,0
CB42,No data,No data
B682,1997,0
L877,2007,0
C0R5,2024,0
FC12,2014,0
LA59,2008,0
KF36,2013,0
L687,2002,0
DE05,2013,0
M599,1996,0
MB47,2001,0
BF12,2006,0
ME21,2004,0
J590,1946,4
K856,2007,0
DB63,2011,135
R787,No data,No data
H387,1995,1
PH96,2013,0
HD59,2013,0
I099,No data,No data
P190,1986,241
BF06,No data,No data
ME35,No data,No data
K842,2004,0
KA44,No data,No data
DB77,2011,0
CE18,No data,No data
R793,2004,0
KF22,No data,No data
DE11,No data,No data
BA60,2004,0
C0Q9,2023,0
MB53,2002,6
FC06,No data,No data
V293,1999,0
G881,2006,0
A228,1993,22
FB99,2014,0
F547,2003,0
G659,2002,0
GA87,No data,No data
MM14,2010,0
KI65,2015,0
B721,1998,0
M412,1988,59
B047,1986,0
S512,1997,0
E728,2007,0
BG99,2008,0
K705,2002,0
CD87,2008,0
D436,2000,0
MJ72,2008,0
C359,No data,No data
U163,1958,0
BI41,2010,0
AB90,2012,0
GH39,1931,0
H218,1987,2
F235,1994,0
AB84,No data,No data
N669,No data,No data
B053,1987,231
T269,1998,0
R618,2008,0
D422,1999,0
MJ66,2009,0
BI55,No data,No data
MM00,2010,0
K077,1986,0
D344,1998,0
J369,2013,0
KI71,2015,0
B735,1998,0
M406,1988,12
G895,No data,No data
W006,1969,295
GA93,No data,No data
KG81,No data,No data
L730,2003,0
MM28,No data,No data
R156,1986,1
KI59,2015,0
B0B0,2016,0
S248,1946,100
J341,2010,0
HB88,2011,0
V330,2003,0
N899,2013,0
PI21,1958,2
GH05,2013,0
P027,1982,7
N641,2009,0
M348,No data,No data
T241,1999,0
E714,No data,No data
J427,No data,No data
K739,2003,0
R630,2002,2
LG88,2015,0
L056,1980,1
T255,1996,0
E700,No data,No data
J433,2009,0
R624,No data,No data
BI69,No data,No data
C371,1991,0
BP80,2015,0
H224,1988,0
G671,No data,No data
KG95,2014,0
C417,No data,No data
D378,2002,0
B0C4,2018,0
E066,No data,No data
J355,2005,0
L917,2006,0
CC22,2007,0
HB77,2012,0
GA44,2006,0
F584,No data,No data
AE35,2013,0
PG06,No data,No data
GF22,No data,No data
N866,1919,30
CD44,2008,0
BI82,No data,No data
E933,2013,0
B084,1986,3
R817,2005,0
CD50,2008,0
E927,No data,No data
BI96,2009,0
R803,2004,0
B090,1979,0
AB47,2011,0
PG12,2012,0
GF36,2012,0
HB63,No data,No data
GA50,2006,0
G856,2004,0
F590,2004,0
L903,2005,0
CC36,2009,0
H595,2001,0
GA78,2007,0
B0N3,2021,0
J382,2006,0
CD78,2008,0
T282,1997,0
K922,2005,0
BG66,2007,0
MD55,2003,0
N682,No data,No data
V495,2006,5
MS64,1923,4
N696,No data,No data
MS70,1904,40
MJ99,2008,0
DC03,2012,0
T296,1998,1
K936,No data,No data
BG72,2007,0
MD41,1971,2
J396,No data,No data
DD65,No data,No data
K088,No data,No data
B912,No data,No data
H581,2000,0
MT16,2013,0
W576,2009,0
P219,1988,0
I310,2011,0
A0G1,2019,0
A994,2009,0
BK43,2011,0
MH70,2011,0
CF85,2010,0
S710,1998,0
M610,1998,0
B523,1994,1
DH54,2015,0
S076,1981,1
R368,1997,77
BL25,2013,0
MO16,No data,No data
GC85,2009,0
O007,1988,0
H768,2004,0
PL79,No data,No data
W210,No data,No data
O013,1985,0
F751,2008,0
B537,No data,No data
E258,No data,No data
S062,1974,42
DH40,2017,0
BL31,2011,0
C629,1999,0
MO02,2012,0
DF98,2015,0
BK57,No data,No data
MH64,No data,No data
CF91,2011,0
S704,1998,0
M162,1988,0
CH49,2012,0
A758,2006,0
W562,2007,0
I304,No data,No data
A0F5,2018,0
A980,2008,0
R432,1998,0
D608,2003,0
B279,1987,0
A770,No data,No data
GJ07,2014,0
G301,1993,0
H032,1979,0
PL45,No data,No data
N325,1998,0
A016,1982,0
T725,1999,0
CO07,2015,0
R354,1999,0
C601,1999,0
BL19,2011,0
KE83,2012,0
M638,No data,No data
T731,2001,0
R340,1997,0
C615,1998,0
KE97,2012,0
PL51,No data,No data
P557,No data,No data
W238,1998,1
N331,1998,0
PB89,2006,0
A002,1978,69
H998,2008,0
A764,2006,0
A0E9,No data,No data
V898,1958,0
GJ13,2014,0
I338,2012,0
H026,1979,76
V640,No data,No data
MH58,2007,0
R426,No data,No data
MF80,2006,0
S738,No data,No data
J631,2013,0
CH75,No data,No data
T057,No data,No data
BE58,No data,No data
B286,1971,0
BK80,No data,No data
C198,1989,0
DA29,2009,0
LE75,2013,0
A957,2008,0
GD20,2010,0
BR69,1912,1
PE04,2008,0
A0K2,2022,0
V873,1968,3
AG37,2015,203
F786,2009,2
H973,2008,0
PB62,2004,0
GC46,2007,0
G498,1999,0
CA20,2004,0
D191,1988,6
B0U9,2023,0
T902,No data,No data
LB13,2008,6
T916,No data,No data
CA34,2006,0
LB07,2008,8
KE68,No data,No data
F792,2009,0
AG23,2014,0
H967,2008,0
PB76,2005,0
GC52,2009,0
MV28,2014,0
A943,2008,0
GD34,2011,0
PE10,2008,0
A0J6,No data,No data
B292,1986,0
BK94,2011,0
CF52,2010,0
V697,2008,0
W589,2008,0
N480,2004,0
MF57,2005,1
BE64,2006,0
D813,2006,0
DA15,2009,0
KB26,2008,0
R397,1998,238
B0V5,No data,No data
KE40,2012,0
S089,1972,0
J180,1998,0
BB02,2002,0
MV00,2014,0
F962,1945,80
BU33,No data,No data
PL86,No data,No data
H797,No data,No data
P594,2000,0
F976,1957,2
MV14,2014,50
BU27,No data,No data
PL92,No data,No data
H783,No data,No data
R383,1998,68
B0W1,2024,0
CA08,No data,No data
J194,1998,72
BB16,2002,0
MF43,No data,No data
BE70,No data,No data
T094,1948,58
D807,2010,0
DA01,2010,0
S923,1998,0
KB32,No data,No data
MQ72,2014,0
GD08,2010,0
N494,No data,No data
J195,1998,0
KE55,No data,No data
B0W0,No data,No data
CA09,No data,No data
H782,2004,0
PL93,2014,0
BU26,No data,No data
MV15,No data,No data
P595,2003,0
GD09,2010,0
MQ73,1946,3
V682,2008,0
KB33,No data,No data
DA00,2009,0
D806,2005,0
BE71,No data,No data
MF42,No data,No data
KB27,2008,0
L296,No data,No data
DA14,2010,0
D812,2006,0
BE65,2006,0
MF56,2006,0
W588,2008,0
PE39,2011,0
V696,2008,0
H796,2011,0
PL87,2015,0
BU32,2014,0
MV01,2014,0
P581,1999,0
BB03,2002,0
MA30,2000,233
J181,1998,0
KE41,2012,0
M836,1998,5
B0V4,2024,0
R396,No data,No data
MV29,2014,0
GC53,2010,0
PB77,2006,0
H966,No data,No data
AG22,2015,0
MA18,2000,0
KE69,2013,0
LB06,2008,0
D184,1987,0
T917,2005,0
CA35,No data,No data
LE60,1948,69
CF53,2010,0
BK95,No data,No data
B293,1986,67
A0J7,2022,0
PE11,2008,0
GD35,2010,0
A942,2008,0
V872,2013,0
A0K3,2023,0
PE05,2008,0
GD21,2010,0
CF47,2010,0
DA28,2009,0
BK81,No data,No data
BE59,2005,0
LB12,2008,0
CA21,2005,0
T903,2004,0
B0U8,2023,0
D190,1988,13
GC47,2009,0
PB63,2004,0
H972,2008,0
AG36,No data,No data
F787,2009,0
H999,2008,0
PB88,2006,0
PL50,2014,0
KE96,2012,0
C614,2001,0
R341,No data,No data
M639,1995,1
CO12,2016,0
CH74,1968,0
S739,1997,0
MF81,No data,No data
J630,2014,0
R427,1998,0
C172,1966,53
MH59,2008,0
V641,No data,No data
H027,1982,5
GJ12,2014,0
A0E8,2018,0
A765,2005,0
V655,2008,0
H033,1980,104
G300,1992,8
P224,1988,0
GJ06,2014,0
A771,2005,0
CH60,2012,0
B278,1969,7
MF95,2005,0
D609,2002,0
R433,1998,0
BL18,2011,0
KE82,2012,0
T724,1997,0
CO06,2015,0
A017,1974,24
F778,2009,0
PL44,2014,0
MO03,2013,0
DF99,2013,0
BL30,No data,No data
K274,No data,No data
S063,1981,3
DH41,2015,0
M605,1995,575
F750,2008,0
GC90,No data,No data
G328,1997,0
A981,2008,0
A0F4,2020,0
I305,2013,89
W563,2007,0
A759,2005,0
CH48,2014,0
K512,1999,2
CF90,No data,No data
MH65,2007,0
BK56,2011,0
B244,1964,4
S711,No data,No data
CF84,2010,0
MH71,2008,0
BK42,2011,0
V669,2013,0
A995,2008,0
F022,1981,0
P218,1987,81
I311,2011,0
W577,2008,0
N318,1998,0
W211,1995,0
F744,2008,0
PL78,2014,0
H769,2004,0
O006,1980,82
GC84,No data,No data
MO17,No data,No data
BL24,2011,0
K260,1992,48
DH55,2015,0
S077,1978,53
B522,1996,0
M611,1995,0
MD40,2003,0
BG73,2008,0
K937,2005,0
T297,No data,No data
MJ98,2008,0
DC02,2012,0
L080,No data,No data
HE38,1920,20
N697,2010,0
MT17,2013,0
B913,No data,No data
J397,2007,102
R194,1987,1
B907,2001,0
J383,No data,No data
B0N2,No data,No data
AE08,2013,0
GA79,2007,1
H594,2001,0
V494,2005,0
N683,2010,0
K923,2005,0
T283,1998,0
DC16,2012,0
CD79,No data,No data
GF37,2012,0
PG13,2013,0
AB46,2011,0
CJ89,No data,No data
R802,2008,0
E926,No data,No data
CD51,No data,No data
CC37,2007,0
L902,No data,No data
F591,2004,0
G857,No data,No data
GA51,2006,0
F585,No data,No data
AE34,No data,No data
G843,No data,No data
GA45,2006,0
CC23,2007,0
L916,2006,0
R816,No data,No data
